image_id,body_id,face_id,face_conf,file_name,gender,race,age_deepface,age_mivolo,sharpness,brightness,contrast,usable
00000008f0f2fcfe,1,0,0.84,00000008f0f2fcfe_body1_face0.jpg,Man,middle eastern,27.0,19.3,206.03,88.38,38.89,True
00000008fdffe363,0,1,0.66,00000008fdffe363_body0_face1.jpg,Man,asian,26.0,19.94,108.33,105.96,46.81,True
00000008fdffe363,1,0,0.74,00000008fdffe363_body1_face0.jpg,Man,asian,24.0,18.22,53.09,108.93,43.36,True
00000009d9dddfdf,0,0,0.76,00000009d9dddfdf_body0_face0.jpg,Man,black,35.0,35.87,122.4,58.05,36.11,True
00000009d9dddfdf,1,0,0.8,00000009d9dddfdf_body1_face0.jpg,Man,black,35.0,29.31,139.55,55.3,34.29,True
0000000b3ffffff6,0,0,0.85,0000000b3ffffff6_body0_face0.jpg,Man,black,28.0,25.84,217.28,90.15,63.0,True
0000000c00c4ffff,0,0,0.81,0000000c00c4ffff_body0_face0.jpg,Man,white,32.0,27.03,278.97,129.86,53.5,True
0000000c041173f7,0,0,0.54,0000000c041173f7_body0_face0.jpg,Man,black,35.0,36.56,2199.25,48.97,44.63,True
0000000c0c1a1e3e,0,0,0.85,0000000c0c1a1e3e_body0_face0.jpg,Woman,asian,31.0,29.94,102.34,80.83,56.87,True
0000000c18dcffef,0,0,0.75,0000000c18dcffef_body0_face0.jpg,Man,white,31.0,29.47,266.33,108.35,65.35,True
0000000c34fcffff,0,0,0.79,0000000c34fcffff_body0_face0.jpg,Man,black,33.0,28.67,622.98,86.39,45.71,True
0000000c34fcffff,1,0,0.76,0000000c34fcffff_body1_face0.jpg,Man,black,34.0,26.34,392.26,102.0,51.3,True
0000000c5c5e5edf,0,0,0.83,0000000c5c5e5edf_body0_face0.jpg,Man,black,31.0,27.94,81.79,41.89,33.79,True
0000000e1e1e0e0f,0,0,0.59,0000000e1e1e0e0f_body0_face0.jpg,Man,middle eastern,34.0,31.49,137.36,93.0,53.43,True
0000000e3f3f1f1f,0,0,0.78,0000000e3f3f1f1f_body0_face0.jpg,Man,black,28.0,28.06,100.29,90.91,52.52,True
0000000f07abefcf,4,0,0.72,0000000f07abefcf_body4_face0.jpg,Woman,asian,25.0,22.15,67.35,79.28,55.54,True
0000000f0f07ff3f,0,0,0.77,0000000f0f07ff3f_body0_face0.jpg,Man,black,29.0,29.9,403.68,90.81,68.85,True
00000010001c1c1c,0,0,0.7,00000010001c1c1c_body0_face0.jpg,Man,white,34.0,23.49,123.47,118.92,38.74,True
00000010001c1c1c,0,1,0.52,00000010001c1c1c_body0_face1.jpg,Man,white,33.0,31.08,121.18,105.92,47.34,True
000000101c3eff35,0,0,0.82,000000101c3eff35_body0_face0.jpg,Man,latino hispanic,22.0,14.23,221.87,108.37,46.13,True
000000101c7fff7f,0,0,0.74,000000101c7fff7f_body0_face0.jpg,Woman,black,23.0,5.89,74.5,122.36,52.57,True
000000103830fdff,0,0,0.78,000000103830fdff_body0_face0.jpg,Man,black,34.0,35.72,272.86,83.04,59.38,True
000000103830fdff,1,0,0.51,000000103830fdff_body1_face0.jpg,Man,black,33.0,30.67,419.25,61.94,39.27,True
000000107e7e7e3f,0,0,0.81,000000107e7e7e3f_body0_face0.jpg,Man,asian,31.0,22.6,463.28,60.34,43.97,True
00000010f6f6fe7c,0,0,0.79,00000010f6f6fe7c_body0_face0.jpg,Woman,black,33.0,25.08,110.49,52.64,39.23,True
00000010ffff2cff,0,0,0.51,00000010ffff2cff_body0_face0.jpg,Woman,white,33.0,26.19,772.02,85.32,50.91,True
00000011103c3c18,0,0,0.66,00000011103c3c18_body0_face0.jpg,Man,black,27.0,29.64,216.47,62.43,61.69,True
00000013fffcffff,1,0,0.77,00000013fffcffff_body1_face0.jpg,Man,black,35.0,32.86,484.91,60.8,36.23,True
00000013fffcffff,1,1,0.73,00000013fffcffff_body1_face1.jpg,Man,black,31.0,31.48,274.74,83.36,47.75,True
0000001818181c3c,0,0,0.81,0000001818181c3c_body0_face0.jpg,Man,white,24.0,29.23,244.86,98.4,56.32,True
0000001818185fff,0,0,0.75,0000001818185fff_body0_face0.jpg,Man,black,33.0,29.88,298.5,85.84,41.96,True
000000181838381e,0,0,0.81,000000181838381e_body0_face0.jpg,Man,black,29.0,25.27,52.1,99.22,44.65,True
000000181838787c,0,0,0.81,000000181838787c_body0_face0.jpg,Woman,black,28.0,25.48,299.68,77.99,32.85,True
0000001818c5ffff,0,0,0.79,0000001818c5ffff_body0_face0.jpg,Woman,black,29.0,24.43,156.08,103.71,61.83,True
000000181b1b3f30,1,0,0.75,000000181b1b3f30_body1_face0.jpg,Man,black,31.0,31.46,455.97,98.57,70.77,True
000000181b1b3f30,2,0,0.76,000000181b1b3f30_body2_face0.jpg,Man,black,29.0,30.19,91.36,31.94,23.18,True
000000181b1b3f30,7,0,0.65,000000181b1b3f30_body7_face0.jpg,Man,black,33.0,31.07,154.43,32.47,35.33,True
000000183000ffff,0,0,0.76,000000183000ffff_body0_face0.jpg,Man,white,35.0,32.98,140.48,170.95,34.56,True
000000183c3c1cff,0,0,0.76,000000183c3c1cff_body0_face0.jpg,Man,black,33.0,27.4,61.91,30.88,35.74,True
000000183c7efeff,0,0,0.83,000000183c7efeff_body0_face0.jpg,Man,white,34.0,31.55,95.95,176.21,50.04,True
000000183cffff1e,0,0,0.82,000000183cffff1e_body0_face0.jpg,Man,latino hispanic,31.0,28.66,110.9,93.98,49.21,True
000000183cffff1e,0,1,0.55,000000183cffff1e_body0_face1.jpg,Man,white,31.0,22.9,343.63,134.17,41.88,True
000000183cffff1e,1,0,0.81,000000183cffff1e_body1_face0.jpg,Man,white,31.0,22.65,325.22,132.49,43.92,True
000000183f1b0c08,0,0,0.6,000000183f1b0c08_body0_face0.jpg,Man,white,33.0,23.32,71.0,114.45,64.15,True
000000183f1b0c08,1,0,0.79,000000183f1b0c08_body1_face0.jpg,Man,asian,22.0,0.42,78.63,168.56,55.09,True
000000185c7e7eff,0,0,0.8,000000185c7e7eff_body0_face0.jpg,Man,asian,31.0,24.78,679.25,78.45,54.49,True
000000186e6e4f6f,0,0,0.83,000000186e6e4f6f_body0_face0.jpg,Woman,indian,32.0,26.98,187.28,80.41,46.91,True
000000187dffffff,0,0,0.63,000000187dffffff_body0_face0.jpg,Man,white,34.0,26.15,131.04,59.17,43.19,True
000000187dffffff,1,0,0.8,000000187dffffff_body1_face0.jpg,Man,black,29.0,28.86,208.89,130.66,40.76,True
00000018f8757830,0,0,0.64,00000018f8757830_body0_face0.jpg,Man,asian,38.0,32.9,154.38,70.25,43.72,True
00000018feff3c3e,0,0,0.84,00000018feff3c3e_body0_face0.jpg,Man,black,23.0,20.2,96.42,104.53,46.5,True
0000001c1c0c0c1e,0,0,0.67,0000001c1c0c0c1e_body0_face0.jpg,Man,white,28.0,26.08,371.65,94.44,51.95,True
0000001c1c0c0c1e,0,1,0.66,0000001c1c0c0c1e_body0_face1.jpg,Man,white,30.0,27.41,165.03,96.66,47.39,True
0000001c1c0c0c1e,1,0,0.7,0000001c1c0c0c1e_body1_face0.jpg,Woman,white,32.0,25.79,348.34,90.16,53.67,True
0000001c1c0c0c1e,1,1,0.66,0000001c1c0c0c1e_body1_face1.jpg,Man,white,28.0,27.12,234.78,100.93,45.94,True
0000001c1c10ffff,0,0,0.79,0000001c1c10ffff_body0_face0.jpg,Woman,black,27.0,26.92,393.56,115.37,63.19,True
0000001c1c10ffff,1,0,0.8,0000001c1c10ffff_body1_face0.jpg,Woman,black,30.0,29.44,330.56,112.05,56.96,True
0000001c7f7f2800,0,0,0.81,0000001c7f7f2800_body0_face0.jpg,Man,asian,32.0,4.77,63.74,72.67,49.56,True
0000001e3e3e1e00,0,1,0.72,0000001e3e3e1e00_body0_face1.jpg,Man,black,31.0,22.41,94.11,36.76,31.99,True
0000001e3e3e1e00,1,0,0.75,0000001e3e3e1e00_body1_face0.jpg,Man,black,32.0,22.4,101.5,39.53,31.56,True
0000001effffe1ff,0,0,0.79,0000001effffe1ff_body0_face0.jpg,Woman,white,28.0,5.79,114.64,127.11,37.15,True
0000001effffe1ff,0,1,0.76,0000001effffe1ff_body0_face1.jpg,Man,white,29.0,33.31,61.97,70.8,42.19,True
0000001effffe1ff,1,0,0.77,0000001effffe1ff_body1_face0.jpg,Woman,white,25.0,7.6,178.58,114.02,42.73,True
0000001effffe1ff,1,1,0.7,0000001effffe1ff_body1_face1.jpg,Woman,asian,29.0,5.2,311.63,107.33,46.84,True
0000001effffe1ff,2,0,0.8,0000001effffe1ff_body2_face0.jpg,Woman,white,33.0,33.18,65.84,69.7,40.33,True
0000001effffe1ff,3,0,0.83,0000001effffe1ff_body3_face0.jpg,Woman,white,29.0,5.79,109.28,129.53,34.19,True
0000001effffe1ff,4,0,0.78,0000001effffe1ff_body4_face0.jpg,Woman,white,26.0,7.59,170.19,114.8,42.95,True
0000001f9d6c0d0d,0,0,0.82,0000001f9d6c0d0d_body0_face0.jpg,Man,latino hispanic,35.0,34.73,160.81,142.81,50.53,True
0000001f9d6c0d0d,0,1,0.68,0000001f9d6c0d0d_body0_face1.jpg,Woman,white,28.0,19.29,400.61,156.98,48.91,True
00000020201c3c7c,0,0,0.75,00000020201c3c7c_body0_face0.jpg,Man,asian,31.0,27.46,64.73,54.01,44.97,True
000000203a3b3b38,0,0,0.82,000000203a3b3b38_body0_face0.jpg,Woman,black,31.0,26.34,265.4,87.18,41.2,True
000000207efe3e58,0,0,0.74,000000207efe3e58_body0_face0.jpg,Man,white,32.0,47.67,190.6,33.14,34.99,True
00000020e7e7ffff,0,0,0.85,00000020e7e7ffff_body0_face0.jpg,Woman,black,34.0,30.14,67.41,85.74,46.2,True
00000020f7fffe7e,0,0,0.83,00000020f7fffe7e_body0_face0.jpg,Man,black,30.0,27.85,291.82,96.69,44.29,True
00000020f8f8f8fc,0,0,0.76,00000020f8f8f8fc_body0_face0.jpg,Woman,white,35.0,27.83,87.43,61.35,42.6,True
00000020f8f8f8fc,1,0,0.75,00000020f8f8f8fc_body1_face0.jpg,Man,white,30.0,34.14,85.37,52.87,32.24,True
00000020f8f8f8fc,1,1,0.66,00000020f8f8f8fc_body1_face1.jpg,Man,white,37.0,26.26,95.28,71.46,47.67,True
0000002438ffffff,0,0,0.8,0000002438ffffff_body0_face0.jpg,Man,black,29.0,25.35,97.71,114.1,53.47,True
00000030301e3e3f,0,0,0.77,00000030301e3e3f_body0_face0.jpg,Man,latino hispanic,39.0,31.33,1088.55,143.46,55.58,True
00000030301e3e3f,1,1,0.51,00000030301e3e3f_body1_face1.jpg,Man,white,36.0,30.09,1185.7,141.08,54.85,True
00000030d3e3e3e7,0,0,0.7,00000030d3e3e3e7_body0_face0.jpg,Man,white,36.0,29.24,80.42,55.21,43.29,True
00000030d3e3e3e7,0,1,0.62,00000030d3e3e3e7_body0_face1.jpg,Man,white,25.0,25.37,139.93,82.32,46.07,True
00000030ffffff3f,0,0,0.75,00000030ffffff3f_body0_face0.jpg,Man,white,24.0,3.89,61.14,79.11,42.5,True
00000033fbff7fff,0,1,0.83,00000033fbff7fff_body0_face1.jpg,Woman,asian,29.0,24.4,54.86,83.19,37.49,True
00000033fbff7fff,1,0,0.84,00000033fbff7fff_body1_face0.jpg,Man,white,30.0,24.7,51.79,80.49,38.11,True
000000383c7e1e10,0,0,0.83,000000383c7e1e10_body0_face0.jpg,Man,asian,27.0,25.81,241.74,69.85,49.54,True
000000383d02ffff,0,0,0.77,000000383d02ffff_body0_face0.jpg,Man,white,36.0,20.47,218.42,151.69,72.32,True
00000038c8fe3f3f,0,0,0.83,00000038c8fe3f3f_body0_face0.jpg,Man,black,30.0,17.48,78.56,79.18,61.15,True
00000038f8f9d900,0,0,0.81,00000038f8f9d900_body0_face0.jpg,Man,black,33.0,21.51,738.95,62.91,54.63,True
0000003af9ff939f,0,0,0.73,0000003af9ff939f_body0_face0.jpg,Man,middle eastern,40.0,25.77,190.37,38.98,28.93,True
0000003af9ff939f,0,1,0.72,0000003af9ff939f_body0_face1.jpg,Man,white,37.0,29.7,207.86,48.2,31.69,True
0000003af9ff939f,1,0,0.75,0000003af9ff939f_body1_face0.jpg,Man,white,37.0,30.32,215.67,50.71,30.62,True
0000003afefeff7e,0,0,0.7,0000003afefeff7e_body0_face0.jpg,Man,asian,25.0,3.32,90.79,95.45,54.48,True
0000003b7f7f7ffc,0,0,0.83,0000003b7f7f7ffc_body0_face0.jpg,Woman,white,29.0,7.1,85.12,107.74,37.01,True
0000003c1e0effff,0,0,0.79,0000003c1e0effff_body0_face0.jpg,Woman,white,21.0,7.79,205.08,150.0,45.1,True
0000003c1e0effff,1,0,0.8,0000003c1e0effff_body1_face0.jpg,Woman,asian,26.0,7.16,167.49,156.08,42.57,True
0000003c1e0effff,2,0,0.8,0000003c1e0effff_body2_face0.jpg,Woman,white,29.0,6.56,134.46,133.87,44.28,True
0000003c1e0effff,3,0,0.79,0000003c1e0effff_body3_face0.jpg,Woman,white,22.0,7.1,292.48,128.93,47.25,True
0000003c1e0effff,3,1,0.77,0000003c1e0effff_body3_face1.jpg,Woman,white,20.0,8.14,178.44,150.45,50.17,True
0000003c1e0effff,4,0,0.76,0000003c1e0effff_body4_face0.jpg,Woman,white,21.0,8.31,183.02,155.11,49.51,True
0000003c3e3e3810,0,0,0.76,0000003c3e3e3810_body0_face0.jpg,Man,asian,33.0,26.31,175.17,65.13,39.52,True
0000003d37ffffff,0,0,0.6,0000003d37ffffff_body0_face0.jpg,Woman,white,32.0,23.32,94.12,108.39,47.03,True
0000003d37ffffff,0,1,0.55,0000003d37ffffff_body0_face1.jpg,Man,white,33.0,29.75,102.26,80.67,47.33,True
0000003d37ffffff,1,0,0.72,0000003d37ffffff_body1_face0.jpg,Woman,white,32.0,24.98,96.9,106.19,46.01,True
0000003dfff5ccee,0,0,0.79,0000003dfff5ccee_body0_face0.jpg,Woman,black,32.0,28.74,65.81,76.04,40.64,True
0000003effe7e263,0,0,0.55,0000003effe7e263_body0_face0.jpg,Man,asian,26.0,32.84,379.08,74.87,71.01,True
0000003effe7e263,1,0,0.69,0000003effe7e263_body1_face0.jpg,Man,black,32.0,30.7,344.02,61.86,41.38,True
0000003fffffffef,0,0,0.66,0000003fffffffef_body0_face0.jpg,Man,white,37.0,32.52,611.16,104.67,61.8,True
0000003fffffffef,1,0,0.85,0000003fffffffef_body1_face0.jpg,Woman,white,32.0,31.88,263.4,148.8,52.78,True
0000003fffffffef,1,1,0.74,0000003fffffffef_body1_face1.jpg,Man,white,36.0,30.5,607.05,112.13,61.14,True
0000003fffffffff,0,0,0.81,0000003fffffffff_body0_face0.jpg,Man,black,28.0,23.75,64.61,138.51,54.81,True
0000004007ffffff,1,0,0.78,0000004007ffffff_body1_face0.jpg,Man,white,27.0,78.78,261.22,118.75,46.43,True
0000004060fcfff7,0,0,0.85,0000004060fcfff7_body0_face0.jpg,Man,black,25.0,23.36,55.25,77.21,49.58,True
00000040c7e7ffff,0,0,0.79,00000040c7e7ffff_body0_face0.jpg,Man,black,32.0,26.38,112.87,43.67,31.65,True
00000044fcfe1e1c,0,0,0.83,00000044fcfe1e1c_body0_face0.jpg,Man,black,38.0,30.62,73.62,41.19,22.24,True
00000046c7efefdf,0,0,0.83,00000046c7efefdf_body0_face0.jpg,Man,black,29.0,27.64,388.62,83.09,36.96,True
0000004ff3fffeff,0,0,0.82,0000004ff3fffeff_body0_face0.jpg,Woman,latino hispanic,33.0,26.12,571.73,106.31,68.85,True
0000006e7efeffef,0,0,0.77,0000006e7efeffef_body0_face0.jpg,Woman,black,31.0,26.25,1359.36,93.95,47.09,True
00000070f0e8ffff,0,0,0.78,00000070f0e8ffff_body0_face0.jpg,Man,black,30.0,22.56,335.2,111.93,46.94,True
00000070f0e8ffff,1,0,0.75,00000070f0e8ffff_body1_face0.jpg,Man,black,30.0,20.59,274.75,80.71,41.11,True
00000070fff3fbfb,0,0,0.8,00000070fff3fbfb_body0_face0.jpg,Woman,white,30.0,5.09,133.17,126.5,37.22,True
00000070fff3fbfb,1,0,0.8,00000070fff3fbfb_body1_face0.jpg,Woman,asian,16.0,5.19,107.91,145.51,32.62,True
000000747e6e7e7e,0,0,0.78,000000747e6e7e7e_body0_face0.jpg,Woman,white,30.0,25.38,486.56,138.31,70.88,True
00000076fe7e7fff,0,0,0.73,00000076fe7e7fff_body0_face0.jpg,Woman,indian,29.0,21.36,87.35,80.75,49.93,True
00000076fe7e7fff,1,0,0.67,00000076fe7e7fff_body1_face0.jpg,Woman,black,29.0,2.55,62.53,130.51,44.68,True
00000076fe7e7fff,2,0,0.73,00000076fe7e7fff_body2_face0.jpg,Man,black,34.0,29.78,129.33,101.69,62.06,True
00000076fe7e7fff,2,1,0.55,00000076fe7e7fff_body2_face1.jpg,Man,white,35.0,31.06,54.6,51.14,35.25,True
00000078387ffe60,0,0,0.76,00000078387ffe60_body0_face0.jpg,Woman,asian,31.0,24.79,72.44,112.02,56.56,True
0000007c1c0e6e3c,0,1,0.77,0000007c1c0e6e3c_body0_face1.jpg,Man,white,33.0,35.82,79.91,56.4,46.41,True
0000007c1c0e6e3c,1,0,0.76,0000007c1c0e6e3c_body1_face0.jpg,Man,white,33.0,35.74,60.76,54.09,45.78,True
0000007c1c0e6e3c,1,1,0.57,0000007c1c0e6e3c_body1_face1.jpg,Man,asian,28.0,25.48,57.92,65.36,54.17,True
0000007c3c3c1c1c,0,0,0.82,0000007c3c3c1c1c_body0_face0.jpg,Man,black,27.0,25.52,266.3,66.7,32.45,True
0000007c7c187cfc,0,0,0.75,0000007c7c187cfc_body0_face0.jpg,Man,black,31.0,28.39,872.83,119.48,47.06,True
0000007d373fdfff,0,0,0.81,0000007d373fdfff_body0_face0.jpg,Woman,asian,30.0,4.07,67.52,141.69,43.61,True
0000007e0820ffff,0,0,0.8,0000007e0820ffff_body0_face0.jpg,Man,black,27.0,41.32,609.64,73.63,37.8,True
0000007f4fffff3f,0,0,0.62,0000007f4fffff3f_body0_face0.jpg,Woman,white,27.0,24.58,1286.46,107.98,53.75,True
0000007f7f7fffe0,0,0,0.77,0000007f7f7fffe0_body0_face0.jpg,Man,black,33.0,28.89,514.9,138.31,61.9,True
0000007fbf387c67,0,0,0.51,0000007fbf387c67_body0_face0.jpg,Woman,asian,36.0,28.22,357.47,48.8,36.84,True
00000080f0ffffff,0,0,0.78,00000080f0ffffff_body0_face0.jpg,Man,black,25.0,21.95,177.36,51.23,37.16,True
00000083c7e7f7ff,0,0,0.77,00000083c7e7f7ff_body0_face0.jpg,Man,black,29.0,22.61,102.57,54.97,38.33,True
000000873f1f1f3f,0,0,0.74,000000873f1f1f3f_body0_face0.jpg,Man,black,26.0,28.44,597.21,73.76,50.84,True
000000b33f0800ff,0,0,0.67,000000b33f0800ff_body0_face0.jpg,Woman,white,33.0,40.88,393.49,114.3,53.63,True
000000b463e0e63f,0,0,0.78,000000b463e0e63f_body0_face0.jpg,Woman,black,28.0,25.12,160.75,82.19,55.52,True
000000b8f6407eff,0,0,0.71,000000b8f6407eff_body0_face0.jpg,Man,black,33.0,25.47,94.96,61.02,42.69,True
000000c0b197ffff,0,0,0.8,000000c0b197ffff_body0_face0.jpg,Man,latino hispanic,21.0,5.94,5419.93,112.82,48.81,True
000000c0b197ffff,2,0,0.8,000000c0b197ffff_body2_face0.jpg,Woman,black,28.0,8.32,7981.01,108.18,43.49,True
000000c0d8bcd8c0,0,0,0.83,000000c0d8bcd8c0_body0_face0.jpg,Woman,white,20.0,9.11,95.9,123.23,78.0,True
000000c7e7e7e7e7,0,0,0.73,000000c7e7e7e7e7_body0_face0.jpg,Woman,black,33.0,27.33,348.23,38.65,35.12,True
000000c7e7fffeff,0,0,0.82,000000c7e7fffeff_body0_face0.jpg,Woman,asian,25.0,2.37,121.77,149.03,42.29,True
000000c7ffefffff,0,0,0.78,000000c7ffefffff_body0_face0.jpg,Man,black,21.0,26.61,209.08,86.87,47.31,True
000000c867676fff,0,0,0.85,000000c867676fff_body0_face0.jpg,Woman,asian,30.0,22.98,191.75,132.85,48.1,True
000000cffffefefe,0,0,0.79,000000cffffefefe_body0_face0.jpg,Woman,black,30.0,24.15,1335.34,73.41,38.37,True
000000d07e66f7ff,0,0,0.72,000000d07e66f7ff_body0_face0.jpg,Man,black,35.0,29.8,172.53,35.02,20.38,True
000000db3b3b7a10,1,1,0.64,000000db3b3b7a10_body1_face1.jpg,Woman,white,40.0,34.1,92.2,92.38,43.7,True
000000db7f3f3f00,0,0,0.76,000000db7f3f3f00_body0_face0.jpg,Man,black,27.0,41.91,231.94,30.12,27.21,True
000000de87c7cfcf,0,0,0.85,000000de87c7cfcf_body0_face0.jpg,Woman,black,27.0,23.13,124.85,83.64,39.12,True
000000df9fffffff,0,0,0.78,000000df9fffffff_body0_face0.jpg,Woman,latino hispanic,26.0,24.02,71.98,77.1,50.61,True
000000e0fcfeeeee,0,0,0.66,000000e0fcfeeeee_body0_face0.jpg,Man,white,35.0,34.73,71.21,40.02,19.32,True
